ID,User ID,Reading Type,Date,Waterway Name,Test Kit Name,Latitude,Longitude,Region,Postcode,District,Country,Coliforms Reading,Phosphate Reading,Phosphate Units,Nitrite Reading,Nitrite Units,Nitrate Reading,Nitrate Units,pH Reading
sZhbgVQG2odp1UvJhs36,zHm4JXEFN3WQ0xUdeR0bYSUCBBM2,coliforms,2022-04-22 08:36:30,This is a Test - please delete later,Planet Patrol,54.9867778638016,-1.5781899929758607,North East,NE6 5LR,Newcastle upon Tyne,England,True,,,,,,,
lYysfYIUlpbpSD8os2cJ,zHm4JXEFN3WQ0xUdeR0bYSUCBBM2,ph,2022-04-22 08:40:31,This is a TEST - please delete,Planet Patrol,54.98636145519176,-1.5780673777209118,North East,NE6 5JY,Newcastle upon Tyne,England,,,,,,,,7
AiAr3NIJTgyJtM3YYO0B,UMvMq0059VYpOFC6IaPWeYE4Wlx1,nitrate,2022-04-22 08:49:07,This is a test - please delete,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,,,,0,mg/l,0,mg/l,
fio1cnsRxBtrZHBKM1CZ,UMvMq0059VYpOFC6IaPWeYE4Wlx1,phosphate,2022-04-22 08:52:24,This is a test please delete,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,,200,ppb,,,,,
McHYSXqgdHrlsjSqqaUH,UMvMq0059VYpOFC6IaPWeYE4Wlx1,coliforms,2022-04-22 08:54:24,This is a test please delete,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,True,,,,,,,
9CrI4zgUPy2tmDebiLQX,UMvMq0059VYpOFC6IaPWeYE4Wlx1,ph,2022-04-22 08:55:37,This is a test please delete,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,,,,,,,,7
fQKc1hDhv484LIRiYlH9,3PXwXH9iFEeyNVKVudGZW0lugoN2,coliforms,2022-04-30 08:30:00,River Hamble,Planet Patrol,50.8961737,-1.2889809,South East,SO31 7GW,Fareham,England,False,,,,,,,
a56WQqlrqbezXQQCEdeU,yCpIjbxuaAbPT62DgkBdtbwl0X73,coliforms,2022-05-01 07:00:00,River Axe,Planet Patrol,50.7907905,-2.9957313,South West,EX13 5RW,East Devon,England,True,,,,,,,
kgtBZD0D7RwycPXQM5kO,yCpIjbxuaAbPT62DgkBdtbwl0X73,nitrate,2022-05-01 07:10:00,River Axe,Planet Patrol,50.790723660834026,-2.996047615043331,South West,EX13 5RW,East Devon,England,,,,0,mg/l,50,mg/l,
ycDvJhtqH7VvgNfDGpP3,yCpIjbxuaAbPT62DgkBdtbwl0X73,phosphate,2022-05-01 07:15:00,River Axe,Planet Patrol,50.79875679850626,-2.9882532853577466,South West,EX13 7JH,East Devon,England,,0,ppb,,,,,
E6qBizsNbNbcXr08maO3,yCpIjbxuaAbPT62DgkBdtbwl0X73,ph,2022-05-01 07:23:56,River Axe,Planet Patrol,50.79073523982477,-2.995958745404139,South West,EX13 5RW,East Devon,England,,,,,,,,6
VcUzisgXgUcP2eF9O2IC,yCpIjbxuaAbPT62DgkBdtbwl0X73,ph,2022-05-01 07:23:56,River Axe,Planet Patrol,50.79073523982477,-2.995958745404139,South West,EX13 5RW,East Devon,England,,,,,,,,6
sxydnQT3yXoAMbsUFwLN,yCpIjbxuaAbPT62DgkBdtbwl0X73,ph,2022-05-01 07:23:56,River Axe,Planet Patrol,50.79073523982477,-2.995958745404139,South West,EX13 5RW,East Devon,England,,,,,,,,6
aJha9YPLKWL0mqtnKO6r,igfRcTWHvnXTKuCqefkZth3ACom2,phosphate,2022-05-01 08:43:00,Edinburgh Canal,Planet Patrol,55.9332161180162,-3.2250489456744935,Scotland,EH11 1NJ,City of Edinburgh,Scotland,,0,ppb,,,,,
7Dr34N1ZcJqRoZMzyV5D,igfRcTWHvnXTKuCqefkZth3ACom2,ph,2022-05-01 08:53:00,Edinburgh Canal,Planet Patrol,55.933195,-3.22517,Scotland,EH11 1NJ,City of Edinburgh,Scotland,,,,,,,,6.5
RcqPITFEpBIdSY6d60O6,igfRcTWHvnXTKuCqefkZth3ACom2,nitrate,2022-05-01 09:00:00,Edinburgh Canal,Planet Patrol,55.933186666666664,-3.2250966666666665,Scotland,EH11 1NJ,City of Edinburgh,Scotland,,,,0,mg/l,0,mg/l,
tir2nYmId2bmrkbve5gL,3PXwXH9iFEeyNVKVudGZW0lugoN2,phosphate,2022-05-01 09:53:29,River Hamble,Planet Patrol,50.8961818,-1.2889064,,,,,,0,ppb,,,,,
AYHIWhZuMp2WnXiW9v86,3PXwXH9iFEeyNVKVudGZW0lugoN2,nitrate,2022-05-01 09:57:18,River Hamble,Planet Patrol,50.8961695,-1.2888937,,,,,,,,1,mg/l,10,mg/l,
XhN4UIGfNSkyDJyuX6vV,3PXwXH9iFEeyNVKVudGZW0lugoN2,ph,2022-05-01 09:59:36,River Hamble,Planet Patrol,50.8962281,-1.2889194,South East,SO31 7GW,Fareham,England,,,,,,,,6
kCPsPTdfJNNIOL0gQrBF,wM34BGGgrmcWNhaQo4lsO0VS4JM2,phosphate,2022-05-01 10:05:00,River Dart,Planet Patrol,50.38242833333333,-3.594845,,,,,,0,ppb,,,,,
wFiPLfnqvovVemXVVI0b,wM34BGGgrmcWNhaQo4lsO0VS4JM2,coliforms,2022-05-01 10:09:00,River Dart,Planet Patrol,50.3821,-3.5951633333333333,,,,,False,,,,,,,
fjvryaoCiTwzLpABIkkl,wM34BGGgrmcWNhaQo4lsO0VS4JM2,ph,2022-05-01 10:11:00,River Dart,Planet Patrol,50.38213666666667,-3.5952450000000002,,,,,,,,,,,,6
OKLqOko9Z76xaI9Ox6yM,wM34BGGgrmcWNhaQo4lsO0VS4JM2,nitrate,2022-05-01 10:14:00,River Dart,Planet Patrol,50.382125,-3.5952166666666665,,,,,,,,0,mg/l,0,mg/l,
kt8uowxv6WlmWfpxyf1a,iiWxYi4ir1WHm3LSzlIrHgp1UZU2,phosphate,2022-05-01 10:27:00,River Tame,Planet Patrol,53.5523698,-2.0054463,North West,OL3 6BT,Oldham,England,,0,ppb,,,,,
4OB1mJnRAA0GjO1o9sjY,iiWxYi4ir1WHm3LSzlIrHgp1UZU2,nitrate,2022-05-01 10:30:20,River Tame,Planet Patrol,53.5523698,-2.0054463,North West,OL3 6BT,Oldham,England,,,,0,mg/l,10,mg/l,
pCORie0CQsjvfoV9yTJe,iiWxYi4ir1WHm3LSzlIrHgp1UZU2,ph,2022-05-01 10:38:10,River Tame,Planet Patrol,53.5523698,-2.0054463,North West,OL3 6BT,Oldham,England,,,,,,,,5
RB8IO8R1RVoRTbBgWDDn,iiWxYi4ir1WHm3LSzlIrHgp1UZU2,coliforms,2022-05-01 10:45:00,River Tame,Planet Patrol,53.5534081,-2.0085853,North West,OL3 5PB,Oldham,England,False,,,,,,,
nZEuUcgHjBpAswncw8UL,maJ8dFMsj7a1V9tpbWSWNYVJhws1,coliforms,2022-05-01 11:22:00,River Test,Planet Patrol,50.9591338,-1.4967836,South East,SO51 9LF,Test Valley,England,False,,,,,,,
FSkxFVSyWBnwqJR5Z0Ul,iwsAm7kyEZSj4T09sHSh0Cb5hFj2,phosphate,2022-05-01 11:35:00,East Stour River,Planet Patrol,51.118926,0.8725874,South East,TN23 3QB,Ashford,England,,100,ppb,,,,,
Z7Yq0DkpHJdtisxJc0PF,iwsAm7kyEZSj4T09sHSh0Cb5hFj2,ph,2022-05-01 11:51:00,East Stour River,Planet Patrol,51.118926,0.8725874,South East,TN23 3QB,Ashford,England,,,,,,,,7
azpuj3vzVw6mec9OoX52,iwsAm7kyEZSj4T09sHSh0Cb5hFj2,nitrate,2022-05-01 11:59:00,East Stour River,Planet Patrol,51.118926,0.8725874,South East,TN23 3QB,Ashford,England,,,,0,mg/l,50,mg/l,
tW7d1IyYBcUwS8Q5nB0B,iwsAm7kyEZSj4T09sHSh0Cb5hFj2,coliforms,2022-05-01 12:00:00,East Stour River,Planet Patrol,,,,,,,True,,,,,,,
ua2QSJyn70xnuzXoAonK,maJ8dFMsj7a1V9tpbWSWNYVJhws1,nitrate,2022-05-01 12:10:16,River Test,Planet Patrol,50.960481,-1.4947451,South East,SO51 9LF,Test Valley,England,,,,0,mg/l,50,mg/l,
aUe9Fq6YOZJLujTp2jek,maJ8dFMsj7a1V9tpbWSWNYVJhws1,phosphate,2022-05-01 12:24:09,River Test,Planet Patrol,50.960481,-1.4947451,South East,SO51 9LF,Test Valley,England,,0,ppb,,,,,
VR2QxFgX02lNO6wDUOEQ,maJ8dFMsj7a1V9tpbWSWNYVJhws1,coliforms,2022-05-01 12:34:48,River Test,Planet Patrol,50.960481,-1.4947451,South East,SO51 9LF,Test Valley,England,False,,,,,,,
3bQbv0Uus2KlujkRxOjO,HEZdTFHBdwMffO3ZCUNNWvjx6J52,coliforms,2022-05-01 12:37:00,Coventry Canal,Planet Patrol,52.55392,-1.5165950000000001,West Midlands,CV10 0TB,North Warwickshire,England,True,,,,,,,
h8YShHnnCBgDzwpAyB5r,maJ8dFMsj7a1V9tpbWSWNYVJhws1,ph,2022-05-01 12:38:22,River Test,Planet Patrol,50.960481,-1.4947451,South East,SO51 9LF,Test Valley,England,,,,,,,,7
AEEspCjmQjTEDaJGObvs,KbQq3CKR8qPFjozGVLo4nylTQCE2,coliforms,2022-05-01 13:15:00,River deben,Planet Patrol,52.0900145,1.3183792,East of England,IP12 1BW,East Suffolk,England,True,,,,,,,
wPTJbsWL2S5jznS49Nyp,0dI5pC6V6dMSTYIOYqZFTo8lsJu1,nitrate,2022-05-01 13:20:00,River Trent,Planet Patrol,52.9820647,-2.1973974,West Midlands,ST4 4QB,Stoke-on-Trent,England,,,,1,mg/l,10,mg/l,
GLFhJg6xjbAo3okssQt1,0dI5pC6V6dMSTYIOYqZFTo8lsJu1,coliforms,2022-05-01 13:25:00,River Trent,Planet Patrol,52.9820417,-2.1973973,West Midlands,ST4 4QB,Stoke-on-Trent,England,True,,,,,,,
Wqr2pDWbkGl1jApIOw1s,0dI5pC6V6dMSTYIOYqZFTo8lsJu1,phosphate,2022-05-01 13:46:14,River Trent,Planet Patrol,52.9819929,-2.1975119,West Midlands,ST4 4QB,Stoke-on-Trent,England,,100,ppb,,,,,
2cPjytx1ukzUdYKHbTKx,0dI5pC6V6dMSTYIOYqZFTo8lsJu1,ph,2022-05-01 13:47:17,River Trent,Planet Patrol,52.9821582,-2.1972041,West Midlands,ST4 4QB,Stoke-on-Trent,England,,,,,,,,7
EgzjhEbQYyHR0t1gSRqe,hBLi0iHtDJRFihff2nM3sLfB1oi2,phosphate,2022-05-01 14:10:59,River Thames (Richmond),Planet Patrol,51.4587515750463,-0.30798026374382304,,,,,,0,ppb,,,,,
Vpfv2LZfYVancCxCUgqn,A2AibEYZrRPIup1wDzuKZg4aJBx2,phosphate,2022-05-01 14:17:03,River Parrett,Planet Patrol,51.033413833333334,-2.822111666666667,South West,TA10 9QP,Somerset,England,,500,ppb,,,,,
dckf2ePHg3cQdgASRJy9,hBLi0iHtDJRFihff2nM3sLfB1oi2,ph,2022-05-01 14:22:23,River Thames (Richmond),Planet Patrol,51.45878666666667,-0.3080466666666667,,,,,,,,,,,,7
VhkDFFkT1peqJIaRB2aI,A2AibEYZrRPIup1wDzuKZg4aJBx2,ph,2022-05-01 14:23:03,River Parrett,Planet Patrol,51.03338982371684,-2.8220254130030695,South West,TA10 9QP,Somerset,England,,,,,,,,7
u6oJBRId7jEUSEX8OgpC,raVYhKniKYaZeXHqFZD277IWYAJ2,coliforms,2022-05-01 14:30:00,"Leeds Liverpool Canal, Rufford",Planet Patrol,53.68105,-2.825286666666667,North West,PR4 6EW,West Lancashire,England,True,,,,,,,
xaDJcsxnrbibHC7HjTj1,A2AibEYZrRPIup1wDzuKZg4aJBx2,coliforms,2022-05-01 14:30:00,River Parrett,Planet Patrol,51.0333259,-2.8221533,South West,TA10 9QP,Somerset,England,True,,,,,,,
I1WVwWY6j3Ptq03sakhX,hBLi0iHtDJRFihff2nM3sLfB1oi2,nitrate,2022-05-01 14:33:27,River Thames (Richmond),Planet Patrol,51.45878666666667,-0.30796666666666667,,,,,,,,0,mg/l,25,mg/l,
2h7mOGcaiWPV9zl6fGzh,A2AibEYZrRPIup1wDzuKZg4aJBx2,nitrate,2022-05-01 14:40:49,River Parrett,Planet Patrol,51.03338778333333,-2.8219877666666666,South West,TA10 9QP,Somerset,England,,,,0,mg/l,25,mg/l,
9pQoVtbVvTgKXVrLJFL5,hBLi0iHtDJRFihff2nM3sLfB1oi2,coliforms,2022-05-01 14:45:00,River Thames (Richmond),Planet Patrol,51.45883,-0.308045,,,,,True,,,,,,,
5Ve39BBiwBZeherL8q1x,raVYhKniKYaZeXHqFZD277IWYAJ2,phosphate,2022-05-01 14:50:00,"Leeds Liverpool Canal, Rufford Branch",Planet Patrol,53.68106151653595,-2.825549531178995,North West,PR4 6EW,West Lancashire,England,,0,ppb,,,,,
eIirAXdFOIEkjZ0XqsyS,lWCJiUPohXbwmOAtHgPoAMEdXEJ2,ph,2022-05-01 14:56:00,Chess River,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,,,,,,,,6.5
K71yHJt7iVWXuIhGaIdH,raVYhKniKYaZeXHqFZD277IWYAJ2,ph,2022-05-01 14:58:38,"Leeds Liverpool Canal, Rufford branch",Planet Patrol,53.681459405848656,-2.825364433074513,North West,PR4 6EW,West Lancashire,England,,,,,,,,7
n03a5STVSx4xHZQ6aOtU,raVYhKniKYaZeXHqFZD277IWYAJ2,nitrate,2022-05-01 15:02:43,"Liverpool Leeds Canal, Rufford",Planet Patrol,53.681252593316074,-2.8254828745129204,North West,PR4 6EW,West Lancashire,England,,,,0,mg/l,0,mg/l,
pmJF8A1RHYw5pKhiwPgb,raVYhKniKYaZeXHqFZD277IWYAJ2,nitrate,2022-05-01 15:02:43,"Liverpool Leeds Canal, Rufford",Planet Patrol,53.681252593316074,-2.8254828745129204,North West,PR4 6EW,West Lancashire,England,,,,0,mg/l,0,mg/l,
3FHUWP5KQCeK33CQdOcf,lWCJiUPohXbwmOAtHgPoAMEdXEJ2,nitrate,2022-05-01 15:05:00,Chess River,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,,,,0,mg/l,50,mg/l,
JQiGfRUKgeF315Pm8Ds2,lWCJiUPohXbwmOAtHgPoAMEdXEJ2,phosphate,2022-05-01 15:13:00,Chess River,Planet Patrol,51.499742,-0.124006,London,SW1A 0AA,Westminster,England,,200,ppb,,,,,
RcWGYHIb4cv0jZpeNwX1,lWCJiUPohXbwmOAtHgPoAMEdXEJ2,coliforms,2022-05-01 15:17:00,Chess River,Planet Patrol,51.66766666666667,-0.5002866666666667,East of England,WD3 5SS,Three Rivers,England,True,,,,,,,
8ZwioFq4O3JrVEMgwOk3,raVYhKniKYaZeXHqFZD277IWYAJ2,nitrate,2022-05-01 15:17:36,Leeds Liverpool Canal,Planet Patrol,53.68087,-2.8249583333333335,North West,PR4 6HG,West Lancashire,England,,,,0,mg/l,0,mg/l,
FkLrxtmmqyTQslcCeVAf,raVYhKniKYaZeXHqFZD277IWYAJ2,nitrate,2022-05-01 15:17:36,Leeds Liverpool Canal,Planet Patrol,53.68087,-2.8249583333333335,North West,PR4 6HG,West Lancashire,England,,,,0,mg/l,0,mg/l,
lS4NUiGpTDq11uQew84N,raVYhKniKYaZeXHqFZD277IWYAJ2,phosphate,2022-05-01 15:25:13,"Leeds Liverpool Canal, Rufford",Planet Patrol,53.68084666666667,-2.8250083333333333,North West,PR4 6HG,West Lancashire,England,,0,ppb,,,,,
iS22pl7aKu1JMK3U1OPl,raVYhKniKYaZeXHqFZD277IWYAJ2,ph,2022-05-01 15:26:29,"Leeds Liverpool Canal, Rufford",Planet Patrol,53.681178333333335,-2.8254383333333335,North West,PR4 6EW,West Lancashire,England,,,,,,,,7
crKOEyeE1utMyjNcPFJW,PAFSuXEKfrNRMnYzTsvOMpei9rc2,ph,2022-05-01 15:28:02,River Isbourne,Planet Patrol,52.030322166666664,-1.939125,South West,WR12 7NL,Tewkesbury,England,,,,,,,,7
p5xY0cSmuoZYmWu6rmU1,PAFSuXEKfrNRMnYzTsvOMpei9rc2,ph,2022-05-01 15:28:02,River Isbourne,Planet Patrol,52.030322166666664,-1.939125,South West,WR12 7NL,Tewkesbury,England,,,,,,,,7
tO9XUzl6pAinBLkT01bf,PAFSuXEKfrNRMnYzTsvOMpei9rc2,nitrate,2022-05-01 15:33:31,River Isbourne,Planet Patrol,52.028327833333336,-1.9364283333333332,South West,WR12 7NL,Tewkesbury,England,,,,0,mg/l,50,mg/l,
ukWv7pexsA9Ykru1bACi,gzv7DIkp2WboN6hMrcASSSHpbhI2,coliforms,2022-05-01 15:34:00,River Ure,Planet Patrol,54.29518,-1.8322416666666665,Yorkshire and The Humber,DL8 4QZ,North Yorkshire,England,True,,,,,,,
rgRKpjCh87exlkPAZwuj,PAFSuXEKfrNRMnYzTsvOMpei9rc2,phosphate,2022-05-01 15:34:10,River Isbourne,Planet Patrol,52.041661166666664,-1.9545783333333335,West Midlands,WR11 7AS,Wychavon,England,,100,ppb,,,,,
LDV3chJX0VlJO2HCivfy,gzv7DIkp2WboN6hMrcASSSHpbhI2,ph,2022-05-01 15:38:17,River Ure,Planet Patrol,54.30435599280176,-1.839163276837279,Yorkshire and The Humber,DL8 5ED,North Yorkshire,England,,,,,,,,7
jXsO99Q5GCameEiEz6vm,gzv7DIkp2WboN6hMrcASSSHpbhI2,phosphate,2022-05-01 15:46:34,River Ure,Planet Patrol,54.29520719724791,-1.8322866126527226,Yorkshire and The Humber,DL8 4QZ,North Yorkshire,England,,0,ppb,,,,,
obJ6BBUQiGDfq4mKG1ok,gzv7DIkp2WboN6hMrcASSSHpbhI2,nitrate,2022-05-01 15:52:21,River Ure,Planet Patrol,54.304356269876315,-1.8391640650831715,Yorkshire and The Humber,DL8 5ED,North Yorkshire,England,,,,0,mg/l,25,mg/l,
dNjA5YEMq95aVDyZWKyb,afxeCZ69iTQhIPrVqC9OWALkke32,phosphate,2022-05-01 15:56:09,River Wey,Planet Patrol,51.2540348,-0.5159907,South East,GU4 7RQ,Guildford,England,,200,ppb,,,,,
qoA2MBRpNVwv2gaGK7Sx,afxeCZ69iTQhIPrVqC9OWALkke32,ph,2022-05-01 16:00:50,River Wey,Planet Patrol,51.2825594,-0.5496071,South East,GU4 7QQ,Woking,England,,,,,,,,7
ijbZxBlYolt8GLHpDT6t,afxeCZ69iTQhIPrVqC9OWALkke32,nitrate,2022-05-01 16:06:57,River Wey,Planet Patrol,51.2825594,-0.5496071,South East,GU4 7QQ,Woking,England,,,,0,mg/l,50,mg/l,
DlwzzZp7Jt9DxezzEtNv,afxeCZ69iTQhIPrVqC9OWALkke32,coliforms,2022-05-01 16:12:00,River Wey,Planet Patrol,,,,,,,True,,,,,,,
1iNm3COFddaDnfx0eLIM,PAFSuXEKfrNRMnYzTsvOMpei9rc2,coliforms,2022-05-01 16:19:00,River Isbourne,Planet Patrol,52.0423219,-1.9554718,West Midlands,WR11 7AS,Wychavon,England,True,,,,,,,
87n33mUg0xeE13Sk2Uco,PAFSuXEKfrNRMnYzTsvOMpei9rc2,coliforms,2022-05-01 16:19:00,River Isbourne,Planet Patrol,52.0423219,-1.9554718,West Midlands,WR11 7AS,Wychavon,England,True,,,,,,,
TzwFuddemCwPDRB8mFS9,rUXGPVbGrGfccqQRk547GsdBeTv1,phosphate,2022-05-01 16:37:00,River Thames,Planet Patrol,51.46516408776069,-0.9753599110999847,South East,RG1 8DS,Reading,England,,100,ppb,,,,,
